,cif_id,solvent_removal_stability
1667,srs+N621+E85,Unstable
1668,srs+N186+E199,Stable
1669,srs+N216+E209,Unstable
1670,srs+N96+E136,Stable
1671,srs+N415+E89,Stable
1672,srs+N621+E165,Unstable
1673,srs+N579+E17,Stable
1674,srs+N298+E112,Stable
1675,srs+N96+E92,Stable
1676,srs+N499+E53,Stable
1677,srs+N682+E82,Stable
1678,srs+N485+E127,Stable
1679,srs+N321+E76,Unstable
1680,srs+N320+E44,Stable
1681,srs+N130+E129,Unstable
1682,srs+N81+E118,Stable
1683,srs+N377+E193,Unstable
1684,srs+N606+E12,Unstable
1685,srs+N117+E48,Stable
1686,srs+N611+E223,Unstable
1687,srs+N713+E84,Unstable
1688,srs+N96+E194,Stable
1689,srs+N231+E129,Stable
1690,srs+N216+E92,Stable
1691,srs+N321+E168,Stable
1692,srs+N679+E129,Unstable
1693,srs+N485+E26,Stable
1694,srs+N96+E125,Stable
1695,srs+N579+E149,Stable
1696,srs+N137+E112,Stable
1697,srs+N320+E136,Stable
1698,srs+N320+E6,Stable
1699,srs+N320+E98,Stable
1700,srs+N80+E191,Unstable
1701,srs+N246+E18,Stable
1702,srs+N51+E196,Unstable
1703,srs+N641+E234,Stable
1704,srs+N485+E212,Stable
1705,srs+N440+E154,Stable
1706,srs+N713+E18,Stable
1707,srs+N298+E158,Stable
1708,srs+N411+E178,Unstable
1709,srs+N321+E94,Stable
1710,srs+N682+E130,Stable
1711,srs+N18+E179,Stable
1712,srs+N558+E105,Stable
1713,srs+N713+E43,Stable
1714,srs+N679+E169,Unstable
1715,srs+N519+E119,Unstable
1716,srs+N96+E86,Stable
1717,srs+N60+E157,Stable
1718,srs+N298+E119,Unstable
1719,srs+N137+E139,Stable
1720,srs+N606+E26,Unstable
1721,srs+N610+E207,Stable
1722,srs+N298+E104,Stable
1723,srs+N641+E69,Stable
1724,srs+N717+E186,Stable
1725,srs+N495+E133,Unstable
1726,srs+N321+E37,Unstable
1727,srs+N20+E210,Stable
1728,srs+N246+E30,Stable
1729,srs+N216+E95,Stable
1730,srs+N321+E87,Stable
1731,srs+N321+E126,Unstable
1732,srs+N96+E102,Stable
1733,srs+N51+E17,Stable
1734,srs+N499+E222,Stable
1735,srs+N18+E224,Stable
1736,srs+N621+E157,Unstable
1737,srs+N682+E113,Stable
1738,srs+N321+E64,Unstable
1739,srs+N245+E194,Unstable
1740,srs+N717+E36,Stable
1741,srs+N186+E63,Unstable
1742,srs+N117+E61,Unstable
1743,srs+N495+E109,Stable
1744,srs+N96+E183,Stable
1745,srs+N315+E5,Stable
1746,srs+N137+E41,Stable
1747,srs+N315+E219,Unstable
1748,srs+N245+E165,Unstable
1749,srs+N245+E171,Stable
1750,srs+N377+E163,Stable
1751,srs+N186+E119,Stable
1752,srs+N579+E8,Stable
1753,srs+N60+E148,Stable
1754,srs+N485+E156,Stable
1755,srs+N320+E146,Stable
1756,srs+N117+E147,Stable
1757,srs+N415+E43,Stable
1758,srs+N499+E97,Stable
1759,srs+N519+E188,Stable
1760,srs+N621+E188,Stable
1761,srs+N713+E215,Stable
1762,srs+N682+E115,Stable
1763,srs+N717+E219,Stable
1764,srs+N519+E88,Stable
1765,srs+N415+E17,Stable
1766,srs+N315+E26,Stable
1767,srs+N320+E118,Stable
1768,srs+N96+E119,Stable
1769,srs+N216+E10,Stable
1770,srs+N415+E219,Stable
1771,srs+N410+E208,Unstable
1772,srs+N96+E229,Stable
1773,srs+N18+E202,Stable
1774,srs+N639+E105,Unstable
1775,srs+N682+E114,Stable
1776,srs+N23+E230,Stable
1777,srs+N117+E215,Unstable
1778,srs+N621+E189,Stable
1779,srs+N440+E8,Stable
1780,srs+N713+E199,Stable
1781,srs+N641+E38,Stable
1782,srs+N717+E184,Unstable
1783,srs+N18+E186,Stable
1784,srs+N535+E105,Stable
1785,srs+N639+E103,Stable
1786,srs+N321+E209,Unstable
1787,srs+N429+E197,Unstable
1788,srs+N216+E159,Unstable
1789,srs+N611+E220,Stable
1790,srs+N51+E65,Stable
1791,srs+N186+E147,Unstable
1792,srs+N231+E133,Unstable
1793,srs+N641+E188,Stable
1794,srs+N713+E178,Stable
1795,srs+N682+E125,Stable
1796,srs+N110+E109,Unstable
1797,srs+N713+E85,Unstable
1798,srs+N485+E81,Stable
1799,srs+N225+E191,Unstable
1800,srs+N25+E74,Stable
1801,srs+N411+E42,Stable
1802,srs+N611+E59,Stable
1803,srs+N96+E225,Unstable
1804,srs+N415+E123,Unstable
1805,srs+N117+E132,Stable
1806,srs+N429+E230,Unstable
1807,srs+N606+E111,Stable
1808,srs+N641+E137,Stable
1809,srs+N411+E215,Stable
1810,srs+N320+E111,Stable
1811,srs+N713+E192,Unstable
1812,srs+N411+E25,Unstable
1813,srs+N606+E6,Stable
1814,srs+N579+E122,Stable
1815,srs+N440+E37,Stable
1816,srs+N606+E188,Stable
1817,srs+N60+E84,Stable
1818,srs+N18+E108,Stable
1819,srs+N137+E185,Unstable
1820,srs+N298+E136,Stable
1821,srs+N298+E12,Stable
1822,srs+N277+E208,Unstable
1823,srs+N186+E112,Unstable
1824,srs+N246+E44,Stable
1825,srs+N137+E173,Stable
1826,srs+N717+E146,Stable
1827,srs+N606+E53,Unstable
1828,srs+N298+E163,Unstable
1829,srs+N126+E172,Unstable
1830,srs+N411+E111,Unstable
1831,srs+N717+E159,Stable
1832,srs+N499+E212,Stable
1833,srs+N315+E165,Stable
1834,srs+N126+E210,Unstable
1835,srs+N579+E98,Stable
1836,srs+N411+E69,Unstable
1837,srs+N60+E154,Stable
1838,srs+N519+E66,Stable
1839,srs+N579+E112,Stable
1840,srs+N246+E149,Unstable
1841,srs+N717+E92,Unstable
1842,srs+N298+E186,Stable
1843,srs+N315+E183,Stable
1844,srs+N298+E167,Unstable
1845,srs+N485+E107,Stable
1846,srs+N298+E37,Stable
1847,srs+N315+E118,Stable
1848,srs+N117+E8,Stable
1849,srs+N558+E56,Stable
1850,srs+N137+E132,Stable
1851,srs+N320+E18,Stable
1852,srs+N499+E20,Stable
1853,srs+N246+E37,Stable
1854,srs+N321+E121,Stable
1855,srs+N639+E54,Unstable
1856,srs+N216+E219,Unstable
1857,srs+N717+E212,Unstable
1858,srs+N320+E65,Stable
1859,srs+N60+E82,Stable
1860,srs+N717+E58,Unstable
1861,srs+N682+E233,Stable
1862,srs+N110+E169,Stable
1863,srs+N216+E59,Unstable
1864,srs+N320+E173,Stable
1865,srs+N485+E90,Stable
1866,srs+N440+E67,Stable
1867,srs+N440+E149,Stable
1868,srs+N81+E88,Unstable
1869,srs+N411+E1,Unstable
1870,srs+N713+E206,Stable
1871,srs+N579+E142,Unstable
1872,srs+N485+E183,Stable
1873,srs+N81+E176,Unstable
1874,srs+N641+E88,Stable
1875,srs+N606+E82,Unstable
1876,srs+N321+E131,Stable
1877,srs+N320+E40,Stable
1878,srs+N245+E152,Stable
1879,srs+N298+E176,Unstable
1880,srs+N81+E40,Stable
1881,srs+N415+E183,Stable
1882,srs+N117+E151,Stable
1883,srs+N377+E152,Stable
1884,srs+N641+E225,Stable
1885,srs+N621+E160,Stable
1886,srs+N485+E20,Stable
1887,srs+N186+E153,Unstable
1888,srs+N137+E11,Stable
1889,srs+N320+E157,Unstable
1890,srs+N25+E109,Stable
1891,srs+N51+E19,Unstable
1892,srs+N592+E210,Unstable
1893,srs+N18+E26,Stable
1894,srs+N606+E130,Unstable
1895,srs+N495+E103,Unstable
1896,srs+N621+E48,Unstable
1897,srs+N606+E39,Unstable
1898,srs+N186+E72,Unstable
1899,srs+N186+E35,Stable
1900,srs+N60+E14,Stable
1901,srs+N81+E68,Stable
1902,srs+N60+E229,Stable
1903,srs+N713+E49,Unstable
1904,srs+N519+E120,Stable
1905,srs+N485+E19,Stable
1906,srs+N579+E94,Stable
1907,srs+N81+E199,Unstable
1908,srs+N315+E137,Unstable
1909,srs+N137+E121,Stable
1910,srs+N579+E13,Unstable
1911,srs+N713+E9,Unstable
1912,srs+N411+E47,Unstable
1913,srs+N321+E157,Unstable
1914,srs+N440+E157,Stable
1915,srs+N495+E230,Unstable
1916,srs+N499+E188,Stable
1917,srs+N579+E222,Stable
1918,srs+N96+E84,Stable
1919,srs+N137+E201,Stable
1920,srs+N315+E166,Stable
1921,srs+N320+E201,Stable
1922,srs+N606+E229,Unstable
1923,srs+N60+E126,Stable
1924,srs+N320+E85,Stable
1925,srs+N488+E129,Stable
1926,srs+N717+E216,Stable
1927,srs+N485+E193,Stable
1928,srs+N579+E92,Stable
1929,srs+N298+E32,Stable
1930,srs+N245+E52,Unstable
1931,srs+N96+E224,Stable
1932,srs+N19+E133,Unstable
1933,srs+N246+E47,Stable
1934,srs+N186+E91,Unstable
1935,srs+N713+E86,Unstable
1936,srs+N137+E190,Stable
1937,srs+N298+E134,Unstable
1938,srs+N321+E132,Stable
1939,srs+N717+E177,Stable
1940,srs+N186+E30,Stable
1941,srs+N186+E171,Stable
1942,srs+N485+E188,Stable
1943,srs+N456+E210,Unstable
1944,srs+N186+E20,Unstable
1945,srs+N440+E71,Unstable
1946,srs+N499+E96,Stable
1947,srs+N499+E174,Stable
1948,srs+N415+E179,Stable
1949,srs+N488+E169,Stable
1950,srs+N18+E95,Stable
1951,srs+N196+E191,Stable
1952,srs+N60+E50,Stable
1953,srs+N499+E163,Stable
1954,srs+N415+E130,Unstable
1955,srs+N298+E79,Unstable
1956,srs+N186+E180,Stable
1957,srs+N485+E215,Stable
1958,srs+N321+E147,Unstable
1959,srs+N408+E105,Unstable
1960,srs+N117+E32,Unstable
1961,srs+N411+E209,Unstable
1962,srs+N163+E208,Unstable
1963,srs+N485+E88,Stable
1964,srs+N186+E11,Stable
1965,srs+N186+E115,Unstable
1966,srs+N60+E110,Stable
1967,srs+N298+E28,Stable
1968,srs+N606+E22,Stable
1969,srs+N245+E181,Stable
1970,srs+N315+E83,Stable
1971,srs+N186+E233,Stable
1972,srs+N79+E54,Unstable
1973,srs+N186+E53,Stable
1974,srs+N320+E79,Stable
1975,srs+N81+E11,Stable
1976,srs+N411+E141,Unstable
1977,srs+N10+E60,Stable
1978,srs+N216+E81,Unstable
1979,srs+N377+E211,Stable
1980,srs+N51+E40,Stable
1981,srs+N411+E180,Unstable
1982,srs+N298+E122,Stable
1983,srs+N571+E74,Unstable
1984,srs+N81+E22,Stable
1985,srs+N96+E27,Stable
1986,srs+N682+E70,Stable
1987,srs+N499+E136,Stable
1988,srs+N298+E171,Unstable
1989,srs+N81+E171,Unstable
1990,srs+N315+E175,Stable
1991,srs+N606+E160,Stable
1992,srs+N713+E53,Unstable
1993,srs+N713+E188,Unstable
1994,srs+N117+E175,Stable
1995,srs+N137+E120,Stable
1996,srs+N377+E234,Stable
1997,srs+N713+E17,Unstable
1998,srs+N321+E192,Stable
1999,srs+N713+E159,Unstable
2000,srs+N415+E181,Stable
2001,srs+N592+E207,Stable
2002,srs+N51+E175,Unstable
2003,srs+N485+E121,Stable
2004,srs+N81+E8,Stable
2005,srs+N713+E148,Unstable
2006,srs+N621+E126,Stable
2007,srs+N80+E103,Unstable
2008,srs+N79+E56,Unstable
2009,srs+N96+E201,Stable
2010,srs+N51+E20,Stable
2011,srs+N60+E19,Stable
2012,srs+N717+E198,Unstable
2013,srs+N10+E213,Stable
2014,srs+N315+E130,Unstable
2015,srs+N137+E8,Stable
2016,srs+N717+E12,Stable
2017,srs+N130+E208,Unstable
2018,srs+N137+E102,Unstable
2019,srs+N695+E74,Stable
2020,srs+N611+E90,Stable
2021,srs+N606+E201,Stable
2022,srs+N18+E198,Unstable
2023,srs+N321+E49,Unstable
2024,srs+N246+E68,Stable
2025,srs+N298+E49,Unstable
2026,srs+N18+E142,Stable
2027,srs+N535+E197,Unstable
2028,srs+N611+E154,Stable
2029,srs+N621+E97,Stable
2030,srs+N606+E173,Stable
2031,srs+N315+E154,Unstable
2032,srs+N117+E42,Stable
2033,srs+N473+E103,Stable
2034,srs+N81+E189,Stable
2035,srs+N60+E186,Stable
2036,srs+N137+E110,Stable
2037,srs+N298+E97,Stable
2038,srs+N245+E94,Stable
2039,srs+N713+E110,Unstable
2040,srs+N717+E13,Stable
2041,srs+N60+E81,Stable
2042,srs+N682+E232,Stable
2043,srs+N137+E176,Stable
2044,srs+N81+E98,Unstable
2045,srs+N687+E230,Unstable
2046,srs+N682+E91,Stable
2047,srs+N176+E230,Stable
2048,srs+N579+E10,Stable
2049,srs+N519+E185,Stable
2050,srs+N18+E22,Stable
2051,srs+N246+E215,Stable
2052,srs+N320+E107,Stable
2053,srs+N285+E133,Unstable
2054,srs+N51+E204,Stable
2055,srs+N411+E125,Stable
2056,srs+N579+E155,Stable
2057,srs+N579+E203,Stable
2058,srs+N377+E135,Stable
2059,srs+N579+E198,Stable
2060,srs+N246+E24,Stable
2061,srs+N60+E76,Stable
2062,srs+N485+E118,Stable
2063,srs+N320+E229,Stable
2064,srs+N415+E212,Unstable
2065,srs+N611+E157,Stable
2066,srs+N713+E233,Unstable
2067,srs+N186+E64,Unstable
2068,srs+N333+E213,Stable
2069,srs+N519+E203,Unstable
2070,srs+N477+E56,Unstable
2071,srs+N717+E122,Stable
2072,srs+N499+E205,Stable
2073,srs+N411+E52,Unstable
2074,srs+N499+E139,Stable
2075,srs+N315+E97,Stable
2076,srs+N606+E32,Stable
2077,srs+N717+E85,Stable
2078,srs+N246+E216,Stable
2079,srs+N298+E159,Unstable
2080,srs+N96+E64,Unstable
2081,srs+N186+E111,Stable
2082,srs+N315+E234,Stable
2083,srs+N186+E130,Unstable
2084,srs+N611+E70,Stable
2085,srs+N571+E133,Stable
2086,srs+N682+E228,Stable
2087,srs+N246+E176,Stable
2088,srs+N499+E49,Stable
2089,srs+N81+E232,Unstable
2090,srs+N117+E3,Stable
2091,srs+N117+E70,Stable
2092,srs+N320+E48,Stable
2093,srs+N246+E187,Stable
2094,srs+N606+E4,Stable
2095,srs+N246+E143,Stable
2096,srs+N320+E158,Stable
2097,srs+N137+E16,Stable
2098,srs+N606+E50,Stable
2099,srs+N579+E219,Stable
2100,srs+N682+E72,Stable
2101,srs+N415+E29,Unstable
2102,srs+N246+E190,Stable
2103,srs+N717+E14,Stable
2104,srs+N377+E155,Stable
2105,srs+N216+E204,Stable
2106,srs+N137+E203,Stable
2107,srs+N246+E2,Stable
2108,srs+N353+E210,Unstable
2109,srs+N117+E122,Stable
2110,srs+N579+E121,Stable
2111,srs+N245+E149,Stable
2112,srs+N606+E45,Stable
2113,srs+N440+E158,Stable
2114,srs+N606+E73,Stable
2115,srs+N641+E202,Stable
2116,srs+N320+E64,Stable
2117,srs+N320+E174,Stable
2118,srs+N519+E183,Stable
2119,srs+N298+E25,Unstable
2120,srs+N717+E116,Stable
2121,srs+N473+E74,Stable
2122,srs+N377+E176,Unstable
2123,srs+N176+E213,Unstable
2124,srs+N682+E175,Stable
2125,srs+N126+E213,Stable
2126,srs+N315+E221,Stable
2127,srs+N321+E20,Stable
2128,srs+N246+E84,Unstable
2129,srs+N48+E105,Unstable
2130,srs+N717+E101,Stable
2131,srs+N18+E49,Stable
2132,srs+N81+E139,Unstable
2133,srs+N117+E1,Stable
2134,srs+N245+E88,Stable
2135,srs+N321+E225,Stable
2136,srs+N415+E151,Stable
2137,srs+N611+E27,Stable
2138,srs+N415+E98,Unstable
2139,srs+N320+E30,Stable
2140,srs+N713+E187,Unstable
2141,srs+N321+E180,Unstable
2142,srs+N333+E99,Stable
2143,srs+N96+E204,Stable
2144,srs+N137+E83,Stable
2145,srs+N321+E3,Stable
2146,srs+N10+E169,Stable
2147,srs+N186+E47,Unstable
2148,srs+N51+E92,Unstable
2149,srs+N81+E192,Unstable
2150,srs+N717+E69,Unstable
2151,srs+N60+E70,Unstable
2152,srs+N611+E58,Unstable
2153,srs+N186+E138,Unstable
2154,srs+N687+E133,Unstable
2155,srs+N499+E80,Stable
2156,srs+N606+E114,Unstable
2157,srs+N713+E3,Unstable
2158,srs+N377+E32,Unstable
2159,srs+N298+E29,Unstable
2160,srs+N321+E202,Stable
2161,srs+N408+E197,Stable
2162,srs+N117+E160,Stable
2163,srs+N321+E130,Stable
2164,srs+N717+E52,Unstable
2165,srs+N137+E165,Stable
2166,srs+N641+E79,Stable
2167,srs+N298+E165,Unstable
2168,srs+N321+E193,Unstable
2169,srs+N717+E31,Stable
2170,srs+N682+E173,Stable
2171,srs+N117+E119,Stable
2172,srs+N611+E30,Stable
2173,srs+N315+E22,Stable
2174,srs+N713+E126,Unstable
2175,srs+N137+E153,Stable
2176,srs+N641+E167,Stable
2177,srs+N51+E24,Stable
2178,srs+N51+E215,Stable
2179,srs+N137+E181,Stable
2180,srs+N51+E82,Stable
2181,srs+N713+E153,Unstable
2182,srs+N579+E29,Stable
2183,srs+N499+E26,Stable
2184,srs+N641+E228,Stable
2185,srs+N18+E183,Stable
2186,srs+N23+E103,Stable
2187,srs+N137+E58,Stable
2188,srs+N51+E22,Stable
2189,srs+N415+E228,Unstable
2190,srs+N519+E106,Unstable
2191,srs+N717+E123,Stable
2192,srs+N519+E218,Unstable
2193,srs+N717+E79,Unstable
2194,srs+N117+E12,Stable
2195,srs+N579+E36,Stable
2196,srs+N117+E63,Stable
2197,srs+N246+E223,Stable
2198,srs+N516+E74,Stable
2199,srs+N485+E61,Stable
2200,srs+N377+E198,Unstable
2201,srs+N499+E186,Stable
2202,srs+N186+E16,Unstable
2203,srs+N477+E230,Unstable
2204,srs+N621+E32,Unstable
2205,srs+N81+E201,Unstable
2206,srs+N81+E82,Stable
2207,srs+N51+E138,Stable
2208,srs+N117+E217,Stable
2209,srs+N579+E211,Stable
2210,srs+N579+E138,Stable
2211,srs+N60+E7,Stable
2212,srs+N519+E223,Unstable
2213,srs+N96+E147,Stable
2214,srs+N320+E67,Stable
2215,srs+N377+E179,Stable
2216,srs+N137+E193,Unstable
2217,srs+N415+E202,Stable
2218,srs+N321+E29,Stable
2219,srs+N440+E134,Stable
2220,srs+N285+E54,Unstable
2221,srs+N621+E167,Unstable
2222,srs+N81+E110,Stable
2223,srs+N216+E167,Stable
2224,srs+N682+E44,Stable
2225,srs+N485+E181,Stable
2226,srs+N245+E50,Stable
2227,srs+N377+E70,Stable
2228,srs+N216+E40,Stable
2229,srs+N18+E204,Stable
2230,srs+N246+E31,Stable
2231,srs+N621+E130,Unstable
2232,srs+N415+E149,Unstable
2233,srs+N216+E58,Stable
2234,srs+N245+E150,Stable
2235,srs+N641+E7,Stable
2236,srs+N298+E211,Stable
2237,srs+N321+E136,Unstable
2238,srs+N621+E58,Unstable
2239,srs+N641+E27,Stable
2240,srs+N246+E181,Stable
2241,srs+N320+E126,Stable
2242,srs+N333+E133,Unstable
2243,srs+N440+E176,Stable
2244,srs+N641+E85,Stable
2245,srs+N246+E211,Stable
2246,srs+N315+E68,Stable
2247,srs+N137+E95,Stable
2248,srs+N499+E28,Stable
2249,srs+N415+E53,Stable
2250,srs+N321+E181,Stable
2251,srs+N245+E110,Stable
2252,srs+N519+E85,Unstable
2253,srs+N485+E217,Unstable
2254,srs+N315+E115,Stable
2255,srs+N20+E191,Unstable
2256,srs+N60+E145,Stable
2257,srs+N246+E94,Stable
2258,srs+N245+E177,Stable
2259,srs+N641+E203,Stable
2260,srs+N321+E125,Unstable
2261,srs+N137+E221,Stable
2262,srs+N246+E101,Stable
2263,srs+N60+E138,Stable
2264,srs+N717+E180,Stable
2265,srs+N621+E98,Stable
2266,srs+N60+E31,Stable
2267,srs+N320+E195,Stable
2268,srs+N579+E82,Stable
2269,srs+N246+E43,Unstable
2270,srs+N321+E50,Stable
2271,srs+N110+E191,Stable
2272,srs+N186+E179,Unstable
2273,srs+N245+E51,Stable
2274,srs+N315+E110,Stable
2275,srs+N415+E11,Stable
2276,srs+N216+E136,Unstable
2277,srs+N321+E5,Stable
2278,srs+N298+E146,Stable
2279,srs+N60+E183,Stable
2280,srs+N117+E65,Unstable
2281,srs+N415+E58,Unstable
2282,srs+N18+E4,Stable
2283,srs+N579+E53,Stable
2284,srs+N717+E19,Stable
2285,srs+N245+E104,Stable
2286,srs+N611+E198,Unstable
2287,srs+N117+E76,Stable
2288,srs+N485+E136,Stable
2289,srs+N81+E3,Stable
2290,srs+N606+E14,Stable
2291,srs+N246+E110,Stable
2292,srs+N298+E89,Unstable
2293,srs+N321+E66,Stable
2294,srs+N713+E204,Stable
2295,srs+N415+E141,Stable
2296,srs+N51+E154,Stable
2297,srs+N377+E217,Unstable
2298,srs+N579+E41,Stable
2299,srs+N117+E136,Stable
2300,srs+N641+E96,Stable
2301,srs+N713+E10,Unstable
2302,srs+N415+E199,Unstable
2303,srs+N216+E218,Unstable
2304,srs+N579+E35,Stable
2305,srs+N717+E189,Stable
2306,srs+N96+E53,Stable
2307,srs+N579+E194,Stable
2308,srs+N499+E78,Stable
2309,srs+N225+E133,Unstable
2310,srs+N130+E207,Unstable
2311,srs+N641+E232,Stable
2312,srs+N717+E104,Stable
2313,srs+N96+E77,Unstable
2314,srs+N246+E14,Unstable
2315,srs+N377+E166,Stable
2316,srs+N18+E151,Stable
2317,srs+N80+E109,Stable
2318,srs+N682+E50,Stable
2319,srs+N519+E37,Stable
2320,srs+N315+E23,Stable
2321,srs+N321+E27,Stable
2322,srs+N499+E39,Stable
2323,srs+N186+E9,Stable
2324,srs+N611+E145,Stable
2325,srs+N499+E36,Stable
2326,srs+N713+E82,Unstable
2327,srs+N411+E170,Unstable
2328,srs+N96+E149,Stable
2329,srs+N216+E195,Unstable
2330,srs+N60+E113,Stable
2331,srs+N611+E37,Stable
2332,srs+N440+E110,Stable
2333,srs+N315+E92,Stable
2334,srs+N246+E35,Stable
2335,srs+N60+E193,Unstable
2336,srs+N321+E9,Stable
2337,srs+N60+E39,Stable
2338,srs+N321+E39,Stable
2339,srs+N606+E115,Stable
2340,srs+N519+E3,Stable
2341,srs+N415+E36,Stable
2342,srs+N245+E37,Stable
2343,srs+N137+E113,Stable
2344,srs+N717+E176,Stable
2345,srs+N411+E30,Stable
2346,srs+N137+E84,Unstable
2347,srs+N717+E221,Unstable
2348,srs+N682+E92,Stable
2349,srs+N96+E21,Stable
2350,srs+N579+E180,Stable
2351,srs+N713+E120,Unstable
2352,srs+N245+E58,Unstable
2353,srs+N485+E104,Stable
2354,srs+N606+E221,Stable
2355,srs+N186+E102,Unstable
2356,srs+N571+E60,Unstable
2357,srs+N377+E218,Stable
2358,srs+N18+E137,Stable
2359,srs+N411+E96,Unstable
2360,srs+N315+E108,Stable
2361,srs+N81+E95,Stable
2362,srs+N473+E54,Unstable
2363,srs+N519+E89,Unstable
2364,srs+N416+E56,Unstable
2365,srs+N621+E182,Unstable
2366,srs+N117+E224,Unstable
2367,srs+N440+E87,Stable
2368,srs+N186+E166,Unstable
2369,srs+N473+E210,Unstable
2370,srs+N606+E228,Stable
2371,srs+N231+E208,Unstable
2372,srs+N473+E191,Unstable
2373,srs+N186+E170,Stable
2374,srs+N130+E103,Stable
2375,srs+N246+E165,Stable
2376,srs+N499+E146,Stable
2377,srs+N117+E77,Stable
2378,srs+N96+E135,Stable
2379,srs+N18+E181,Stable
2380,srs+N641+E66,Stable
2381,srs+N606+E78,Unstable
2382,srs+N579+E110,Stable
2383,srs+N81+E49,Unstable
2384,srs+N440+E135,Stable
2385,srs+N519+E39,Stable
2386,srs+N639+E60,Unstable
0,ths+N51+E79,Stable
1,ths+N606+E158,Stable
2,ths+N245+E25,Stable
3,ths+N245+E150,Stable
4,ths+N246+E222,Stable
5,ths+N117+E142,Stable
6,ths+N298+E216,Stable
7,ths+N51+E58,Stable
8,ths+N315+E176,Unstable
9,ths+N20+E172,Stable
10,ths+N717+E156,Stable
11,ths+N320+E48,Stable
12,ths+N60+E222,Stable
13,ths+N682+E86,Stable
14,ths+N485+E127,Stable
15,ths+N477+E74,Stable
16,ths+N320+E138,Stable
17,ths+N18+E182,Stable
18,ths+N176+E208,Unstable
19,ths+N51+E137,Stable
20,ths+N485+E186,Stable
21,ths+N474+E74,Stable
22,ths+N315+E186,Stable
23,ths+N18+E92,Stable
24,ths+N713+E120,Unstable
25,ths+N60+E203,Stable
26,ths+N717+E67,Stable
27,ths+N60+E53,Stable
28,ths+N96+E195,Stable
29,ths+N440+E184,Stable
30,ths+N130+E105,Stable
31,ths+N18+E95,Stable
32,ths+N499+E25,Stable
33,ths+N60+E205,Stable
34,ths+N298+E233,Stable
35,ths+N60+E204,Stable
36,ths+N440+E215,Stable
37,ths+N117+E76,Stable
38,ths+N60+E101,Stable
39,ths+N579+E52,Stable
40,ths+N321+E92,Stable
41,ths+N440+E206,Stable
42,ths+N277+E60,Unstable
43,ths+N285+E54,Unstable
44,ths+N717+E43,Stable
45,ths+N245+E23,Stable
46,ths+N717+E171,Stable
47,ths+N485+E13,Stable
48,ths+N519+E171,Stable
49,ths+N713+E67,Unstable
50,ths+N485+E158,Stable
51,ths+N611+E25,Stable
52,ths+N196+E208,Unstable
53,ths+N717+E148,Stable
54,ths+N621+E173,Stable
55,ths+N137+E185,Stable
56,ths+N499+E128,Stable
57,ths+N621+E211,Unstable
58,ths+N117+E69,Stable
59,ths+N411+E233,Stable
60,ths+N411+E128,Stable
61,ths+N571+E197,Stable
62,ths+N611+E132,Stable
63,ths+N411+E34,Unstable
64,ths+N298+E71,Stable
65,ths+N18+E79,Stable
66,ths+N216+E50,Unstable
67,ths+N186+E168,Unstable
68,ths+N245+E145,Stable
69,ths+N415+E43,Stable
70,ths+N415+E72,Unstable
71,ths+N315+E86,Stable
72,ths+N411+E189,Stable
73,ths+N611+E29,Stable
74,ths+N485+E52,Stable
75,ths+N682+E199,Stable
76,ths+N245+E79,Stable
77,ths+N519+E127,Stable
78,ths+N611+E14,Stable
79,ths+N411+E150,Stable
80,ths+N117+E127,Stable
81,ths+N485+E48,Stable
82,ths+N499+E184,Stable
83,ths+N499+E67,Stable
84,ths+N415+E186,Stable
85,ths+N60+E234,Stable
86,ths+N440+E183,Stable
87,ths+N117+E135,Stable
88,ths+N321+E185,Stable
89,ths+N196+E74,Unstable
90,ths+N277+E169,Unstable
91,ths+N298+E139,Stable
92,ths+N499+E70,Stable
93,ths+N440+E147,Stable
94,ths+N117+E16,Stable
95,ths+N641+E201,Stable
96,ths+N579+E69,Stable
97,ths+N321+E27,Stable
98,ths+N176+E99,Unstable
99,ths+N611+E146,Stable
100,ths+N440+E151,Stable
101,ths+N485+E128,Stable
102,ths+N611+E153,Stable
103,ths+N137+E228,Stable
104,ths+N579+E24,Stable
105,ths+N117+E86,Stable
106,ths+N60+E26,Stable
107,ths+N298+E76,Stable
108,ths+N488+E197,Unstable
109,ths+N298+E135,Unstable
110,ths+N579+E186,Stable
111,ths+N440+E8,Stable
112,ths+N411+E184,Unstable
113,ths+N621+E205,Unstable
114,ths+N60+E34,Stable
115,ths+N415+E95,Stable
116,ths+N717+E184,Stable
117,ths+N51+E76,Stable
118,ths+N315+E222,Unstable
119,ths+N641+E162,Stable
120,ths+N18+E212,Stable
121,ths+N717+E51,Stable
122,ths+N621+E19,Unstable
123,ths+N96+E72,Stable
124,ths+N320+E119,Stable
125,ths+N246+E51,Stable
126,ths+N641+E89,Stable
127,ths+N411+E26,Stable
128,ths+N641+E15,Stable
129,ths+N321+E50,Stable
130,ths+N321+E182,Stable
131,ths+N499+E232,Stable
132,ths+N411+E16,Stable
133,ths+N320+E84,Stable
134,ths+N621+E170,Stable
135,ths+N415+E45,Unstable
136,ths+N18+E204,Stable
137,ths+N682+E57,Stable
138,ths+N60+E107,Stable
139,ths+N579+E68,Stable
140,ths+N499+E221,Stable
141,ths+N411+E160,Stable
142,ths+N245+E16,Stable
143,ths+N246+E86,Stable
144,ths+N641+E130,Stable
145,ths+N519+E146,Stable
146,ths+N606+E84,Unstable
